English,Tigrigna,POS_CATEGORIES
claim,ተጣረዐ,(v) verb
clang,ጫውጫውታ,(n) noun
clap,ኣንጨብጨበ,(v) verb
clapping,ገምታ,(n) noun
clash,ተናጎጸ,(v) verb
class,ክፍሊ,(n) noun
classical,ክላሲካዊ,(a) adjective
classmate (female),ጓል,(n) noun
classmate (male),ወዲ ክፍሊ,(n) noun
classmate,መማህርተይ,(n) noun
clatter,ጫውጫውታ,(n) noun
clean,"ጽሩይ, ንጹር",(a) adjective
clean out,ገዓዘ,(v) verb
cleanliness,ጽሬት,(n) noun
clear,ብሩህ,(a) adjective
clear away,ኣጽረየ,(v) verb
clearly,ጽሩይ ውጹእ,(a) adjective
clearness,ብራሃን,(n) noun
clever,"ንፉዕ, ጎራሕ",(a) adjective
climate,"ክሊማ, ንፋስ",(n) noun
climb,ደየበ,(v) verb
climb again,እንደገና ደየበ,(v) verb
cling to,ጠበቐ,(v) verb
clinic,ክሊኒክ,(n) noun
cloakroom,መቐመጥ ካባ,(n) noun
clock,ሰዓት,(n) noun
clockmaker,ሰራሕ ሰዓት,(n) noun
close,ቀረበ,(a) adjective
close,ዓጸወ,(v) verb
"close to, be",ምቅርራብ,(v) verb
closed,ዕጽዉ,(a) adjective
"closer, get",ምቅርራብ,(v) verb
clothes,ክዳን,(n) noun
cloud,ደበና,(n) noun
cloud,ጸልመተ,(v) verb
cloudy,ደበናዊ,(a) adjective
clump,ድንኩል,(n) noun
cluster,ጎጅለ,(v) verb
clutter up,ኩምራ,(an) adjective noun
coal,ከሰል,(n) noun
coast,ወሰን ባሕሪ,(n) noun
coat,ካቦት,(n) noun
cocoa,ካካው,(n) noun
code,ኮድ,(n) noun
coffee,ቡን,(n) noun
coffin,ሳጹን ሬሳ,(n) noun
cold,ቆራሪ,(a) adjective
"colder, get",ዘሓለ,(v) verb
collapse,ዓነወ,(v) verb
collar,ስልማት ክሳድ,(n) noun
collect,ምእካብ,(v) verb
collection,"እኩብ, እካበ",(n) noun
college,ላዕላይ ደረጃ,(n) noun
collide,ተናጎጸ,(v) verb
colonel,ኮሮነል,(n) noun
colonial,መግዛእታዊ,(a) adjective
colonize,ግዙእ,(a) adjective
colony,ግዝኣት,(n) noun
colour,ሕብሪ,(n) noun
colourful,ሕብራዊ,(a) adjective
colourless,ሕብሪ ዘይብሉ,(a) adjective
colt,ምሂር,(n) noun
column,ዓንዲ,(n) noun
comb,መመሸጥ,(n) noun
combine,ኣከበ,(v) verb
come,መጸ,(v) verb
come after,ሰዓበ,(v) verb
come alongside,ዓረፈ,(v) verb
come back,እንደገና መጸ,(v) verb
come down again,እንደገና,(v) verb
come from,ተለዓለ,(v) verb
come in,ኣተወ,(v) verb
comedy,ኮመዲ,(n) noun
comfort,ቅሳነተ,(n) noun
comfort,ኣጸናንዐ,(v) verb
comfortable,ምቹእ,(a) adjective
command,ትእዛዝ,(n) noun
commanding officer,,(n) noun
comment upon,ገለጸ,(v) verb
commerce,ንግዲ,(n) noun
commercial,ንግዳዊ,(a) adjective
commercial leavened bread,,(n) noun
commit,ቆጸረ,(v) verb
committee,ኣማኸርቲ,(n) noun
common,ልሙድ,(a) adjective
commune,ዞባ,(n) noun
communication,ርክብ,(n) noun
communion,ቁርባን,(n) noun
companion,ካልኣይ,(an) adjective noun
company,ኣሰናይ,(n) noun
compare,ኣመዛዘነ,(v) verb
comparison,ምንጽጻር,(n) noun
competition,ውድድር,(n) noun
complaint,ጥርዓን,(n) noun
complete,ምሉእ,(a) adjective
complicate,ኣሕለኽለኸ,(v) verb
compliment,ሞጎስ,(n) noun
composition,ድርሰት,(n) noun
compost,ድኹዒ,(n) noun
computer,ካምፑትር,(n) noun
conceal,ሰተረ,(v) verb
conceit,ትዕቢት,(n) noun
concern,ኣገደሰ,(v) verb
concert,ሙዚቃዊ ምርኢት,(n) noun
conclude,ፈጸመ,(v) verb
conclusion,መደምደምታ,(n) noun
condemn,ኮነነ,(v) verb
condemnation,ኩነና,(n) noun
condition,ኩነታት,(n) noun
condolence,ደበስ,(n) noun
conduct,ኣንፈት ስራሕ,(n) noun
confederation,ፈደረሽን,(n) noun
conference,ኣኼባ,(n) noun
confess,ተኣመነ,(v) verb
confide,ሕድሪ ሃበ,(v) verb
confidence,እምነት,(n) noun
confirm,ኣረጋገጸ,(v) verb
confirmation,ተሃድሶ,(n) noun
conflict,ቃልሲ,(n) noun
confuse,ኣደናገረ,(v) verb
confused,ድንጉር,(a) adjective
confusion,ጽልግልግ,(n) noun
congratulate,እንቋዕ ሓጎሰካ በለ,(v) verb
congress,ጉባኤ,(n) noun
connect,ኣላገበ,(v) verb
connection,ፈለጥቲ,(n) noun
conquer,ወረረ,(v) verb
conquest,ማርኾት,(n) noun
conscience,ሕልና,(n) noun
consent,ውዕል,(n) noun
consent to,ኣጽደቐ,(v) verb
consequence,ሳዕቤን,(n) noun
consider,ሓሰበ,(v) verb
considerable,ኣገዳሲ,(a) adjective
consideration,ግምት,(n) noun
consolation,ምጽንናዕ,(n) noun
console,ደበሰ,(v) verb
constable,ፖሊስ,(n) noun
constant,ቀዋሚ,(a) adjective
constitute,ኣቖመ,(v) verb
construct,ሃነጸ,(v) verb
construction,ህንጻ,(n) noun
consult,ኣማኸረ,(v) verb
consultation,ምይይጥ,(n) noun
contact,ተራኸበ,(v) verb
contagion,ሕማም ምትሕልላፍ,(n) noun
contain,ሓዘ,(v) verb
contempt,ንዕቀት,(n) noun
content,ድሱት,(a) adjective
contents,ትሕዝቶ,(n) noun
continual,ቀጻሊ,(a) adjective
continuation,መቐጸልታ,(n) noun
continue,ቀጸለ,(v) verb
continuous,ቀጻሊ,(a) adjective
contractor,ሰራሕ ገዛ,(n) noun
contradict,ተቓረነ,(v) verb
contradiction,ግርጭት,(n) noun
contrary,ኣንጻር,(n) noun
contribute,"ኣብርከተ, ኣበርከተ",(v) verb
control,ቍጽጽር,(v) verb
convalescence,ጸማልያነት,(n) noun
convalescent,ጸማልያ,(a) adjective
convene,ኣላገበ,(v) verb
convenient,ግብራዊ,(a) adjective
convent,ገዳም,(n) noun
convention,ዋዕላ,(n) noun
conversation,ዝርርብ,(n) noun
converse,ኣዕለለ,(v) verb
convert,እምነት ኣለወጠ,(v) verb
convert oneself,እምነት ለወጠ,(v) verb
conviction,እምነት,(n) noun
convince,ኣእመነ,(v) verb
cook,ከሸነ,(v) verb
cooker,ፎርነሎ,(n) noun
cookie,ቢስኮቲ,(n) noun
cooking,ክሽነ,(n) noun
coolness,ዛሕሊ,(n) noun
copper,ነሃሲ,(n) noun
copse,ጣሻ,(n) noun
copy,ቅዳሕ,(n) noun
cordial,ልባዊ,(a) adjective
corn,"ዕፉን, ዑፉን",(n) noun
corn bread,ሀንዛ,(n) noun
cornea,መርዓት ዓይኒ,(n) noun
corner,ኩርናዕ,(n) noun
correct,ቅኑዕ,(a) adjective
correctly,ብትኽክል,(adv) adverb
correspond,ተራኸበ,(v) verb
correspondence,ርኽክብ,(n) noun
corridor,ኮረደዮ,(n) noun
cost,ዋጋ,(n) noun
costly,ክቡር,(a) adjective
cottage cheese,ኣጁቦ,(n) noun
cotton,ጡጥ,(n) noun
cough,ሰዓለ,(v) verb
coughing,ሰዓል,(n) noun
councillor,ኣማኻሪ,(nm) noun masculine
counsel,ምኽሪ,(n) noun
count,ቈጸረ,(v) verb
country,ሃገር,(n) noun
countrymen,ሃገራዊ,(a) adjective
countryside,ገጠር,(n) noun
couple,ሰብ ሓዳር,(n) noun
courage,ሓቦ,(n) noun
courageous,ተባዕ,(a) adjective
courageously,ብትብዓት,(adv) adverb
course,ኮርስ,(n) noun
courthouse,ቤተ ፍርዲ,(n) noun
cousin,ወዲ ሓትኖ,(n) noun
cousin,ወዲ ሓወቦ,(n) noun
cousin,ወዲ ኣሞ,(n) noun
cousin,ወዲ ኣኮ,(n) noun
cover,ከደነ,(v) verb
cover oneself up,ተጎልበበ,(v) verb
cover up,ጎልበበ,(v) verb
coverage,መኽደኒ,(n) noun
cow,ላም,(n) noun
cowshed,ደምበ,(n) noun
cradle,ዓራት ሕጻን,(n) noun
craft,ናይ ስራሕ ክእለት,(n) noun
crane,ሰፍሳፊት,(n) noun
crawl,ለመመ,(v) verb
crazy,ጽልልቲ,(a) adjective
crazy person,ጽሉል,(an) adjective noun
cream,ቅብኣት,(n) noun
create,መሃዘ,(v) verb
creator,ፈጣሪ,(n) noun
creditor,ኣዋዲ,(n) noun
cricket,ዕንጭራር,(n) noun
crime,ገበን,(n) noun
criminal,ገበነኛ,(an) adjective noun
criticize,ነቐፈ,(v) verb
cross,መስቀል,(n) noun
cross,"ተሳገረ, ሰገረ",(v) verb
crossroads,መስቀላዊ መንገዲ,(n) noun
crowd,ጽቕጥቅጥ,(n) noun
crown,ኣኽሊል,(n) noun
crowning,ድፍኣተ ዘውዲ,(n) noun
cruel,ሕሱም,(a) adjective
cruelty,ጭካነ,(n) noun
crumb,ርፍራፍ,(n) noun
crush,ጨፍለቐ,(v) verb
cry,ብኽያት,(n) noun
crystal,ሓቒቕ,(n) noun
cult,እምነት,(n) noun
cultivate,ኮስኮሰ,(v) verb
cultivated,ኩስኩስ,(a) adjective
cultivation,ዘራእቲ,(n) noun
cunning,"ሃሳይ, ጎራሕ",(a) adjective
cup,ኩባያ,(n) noun
cupboard,ኣርማድዮ,(n) noun
cure,ፈውሲ,(n) noun
curiosity,ህንጥይና,(n) noun
curious,ህንጡይ,(a) adjective
curly,ኮርዳድ ጸጉሪ,(a) adjective
current,ህሉው,(a) adjective
currently,ኣብዚ ግዜ ዚ,(adv) adverb
curse,ረገመ,(v) verb
curtain,መጋረጀ,(n) noun
curved,ጥዉይ,(a) adjective
cushion,መተርኣስ,(n) noun
custom,ልምዲ,(n) noun
customer,ዓሚል,(n) noun
cut,ቈረጸ,(v) verb
cut out,ከምከመ,(v) verb
cut short,ኣሕጸረ,(v) verb
cyclist,ዘዋር ብሽክለታ,(n) noun
daily,መዓልታዊ,(a) adjective
dairy,እንዳ ጸባ,(n) noun
dam,ግድብ,(n) noun
damage,ጉድኣት,(n) noun
dance,ሳዕስዒት,(n) noun
dancing,ሳዕስዒት,(n) noun
danger,ሓደጋ,(n) noun
dangerous,ሓደገኛ,(a) adjective
dare to do,ደፈረ,(v) verb
dark,ጸልማት,(an) adjective noun
darken,ጸልመተ,(v) verb
darn,ኣዐረየ,(v) verb
date,"ቆጸራ, ተምሪ",(n) noun
dates,ተምሪ,(n) noun
daughter,ጓል,(n) noun
dawn,ወጋሕታ,(n) noun
day,መዓልቲ,(n) noun
daytime,መዓልቲ,(n) noun
dead,ምዉት,(a) adjective
dead body,ሬሳ,(n) noun
deadline,ድንጓየ,(n) noun
deafness,ጸማምነት,(n) noun
dear,ክቡር,(a) adjective
death,ሞት,(n) noun
debate,ተኻተዐ,(v) verb
debris,ርፍራፍ,(n) noun
debt,ዕዳ,(n) noun
debtor,ተኣዋዲ,(n) noun
decease,ሞተ,(v) verb
deceased,ምዉት,(a) adjective
deceive,ከድዐ,(v) verb
December,ታሕሳስ,(n) noun
decent,ሓቀኛ,(a) adjective
decide,ወሰነ,(v) verb
decision,ውሳኔ,(n) noun
deck,መዓሸግ ባብር,(n) noun
declaration,ኣዋጅ,(n) noun
declare,ኣወጀ,(v) verb
decline,ነጸገ,(v) verb
decorate,ሰለመ,(v) verb
decoration,ስልማት,(n) noun
decorative,ስልማታዊ,(a) adjective
decrease,ኣንኣሰ,(v) verb
dedicate,ወፈየ,(v) verb
deed,ተግባር,(n) noun
deep,ዓሚቝ,(a) adjective
deer,ዓጋዜን,(n) noun
defeat,ስዕረት,(n) noun
defeated person,ስዑር,(a) adjective
defect,ጉድለት,(n) noun
defence,ምክልኻል,(n) noun
defend,ተኸላኸለ,(v) verb
defender,ተኸላኻሊ,(n) noun
deforest,ኣበደመ,(v) verb
degree,ደረጃ,(n) noun
delay,ደንጎየ,(v) verb
delicate,ተነቃፊ,(a) adjective
delicious,ምቁር,(a) adjective
delight,ፍስሃ,(n) noun
delighted (be),ተሓጎሰ,(v) verb
deliver,ኣብጽሐ,(v) verb
delivery,ዕደላ,(n) noun
delivery man,ኣባጻጽሒ,(n) noun
delusion,ጽላለ,(n) noun
demand,ሓተተ,(v) verb
demolish,ኣፍራሰ,(v) verb
den,በዓቲ,(n) noun
deny,ኣሉ በለ,(v) verb
departing ticket,ቲከት መኸዲ,(n) noun
departure,"ብገሳ, ተበገሶ",(n) noun
depend on,ተመርኮሰ,(v) verb
deprivation,እገዳ,(n) noun
deprive,ኣገደ,(v) verb
deputy,ወኪል ህዝቢ,(n) noun
describe,ገለጸ,(v) verb
description,መግለጺ,(n) noun
desert,ምድረ በዳ,(an) adjective noun
deserve,ተገበአ,(v) verb
deserving,ብቑዕ,(a) adjective
design,ሰኣለ,(v) verb
designer,ሰኣሊ,(n) noun
desire,ድሌት,(n) noun
desire,ደለየ,(v) verb
desk,ጠረጰዛ,(n) noun
desperate,ተስፋ ዝቖረጸ,(a) adjective
desperation,ቅብጸተ ተስፋ,(n) noun
despise,ነዓቐ,(v) verb
destiny,ጽሕፍቶ,(n) noun
destroy,ኣዕነወ,(v) verb
detach,ፈተሐ,(v) verb
determination,ውሳኔ,(n) noun
determined,ነቓጽ,(a) adjective
detest,ጸልአ,(v) verb
devastate,ዕንወት,(n) noun
develop,ማዕበለ,(v) verb
development,ምዕባለ,(n) noun
devil,ሰይጣን,(n) noun
devotion,ውፉይነት,(n) noun
dew,ዛዕዛዕታ,(n) noun
diamond,ኣልማዝ,(n) noun
dictionary,መዝገበ ቃላት,(n) noun
die,ሞተ,(v) verb
difference,ፍልልይ,(n) noun
different,ዝተፈልየ,(a) adjective
difficult,ብርቱዕ,(a) adjective
difficulty,ሽግር,(n) noun
dig,ፈሓረ,(v) verb
digestive system,ከብዲ,(n) noun
dim,ሃሳስ,(a) adjective
diminish,ኣንኣሰ,(v) verb
dining room,መመገቢ ክፍሊ,(n) noun
dinner,ድራር,(n) noun
diplomatic,ፖለቲካዊ,(a) adjective
direct,ቀጥታ,(a) adjective
director,ሓላፊ,(n) noun
dirt,ጭቃ,(n) noun
dirty,"ጭቃዊ, ረሳሕ",(a) adjective
disadvantage,ጉድኣት,(n) noun
disappear,"ጠፍአ, ሃለዋት",(v) verb
disappearance,ጥፍኣት,(n) noun
disappointment,ጓሂ,(n) noun
disastrous,ሓደገኛ,(a) adjective
discharge,ኣሰናበተ,(v) verb
disciple,ሰዓቢ,(n) noun
discipline,ስነ ስርዓት,(n) noun
disclose,ቀልዐ,(v) verb
discomfort,ዘይጥጣሐ,(n) noun
discord,ጽልግልግ,(n) noun
discourage,ተስፋ ዝቖረጸ,(a) adjective
discover,ረኸበ,(v) verb
discrimination,ፍሉይነት,(n) noun
discuss,ተዛተየ,(v) verb
discussion,ክትዐ,(n) noun
disease,ሕማም,(n) noun
disgrace,ሕፍረት,(v) verb
dishes,ኣቑሑ መግቢ,(n) noun
dismiss,ኣሰነበተ,(v) verb
disobedience,(vn) ዘይምእዛዝ,(uncategorized) Uncategorized
disobedient,ዘይምቕሉል,(a) adjective
disobey,(vn) ዘይምእዛዝ,(uncategorized) Uncategorized
disorder,ፋሕ ዝበለ,(n) noun
dispatch,ሰደደ,(v) verb
displace,ቦታ ቀየረ,(v) verb
display,ምርኢት,(n) noun
display,ኣቕረበ,(v) verb
displeased,ዘይሕጉስ,(a) adjective
dissolve,ሓቐቐ,(v) verb
distance,ርሕቀት,(n) noun
distant,ርሑቕ,(a) adjective
distinction,ፍሉይነት,(n) noun
distract,ኣዘናገዐ,(v) verb
distribute,ዓደለ,(v) verb
distribution,ዕደላ,(n) noun
district,ኣከባቢ,(n) noun
distrust,ጥርጣረ,(n) noun
disturb,ሃወኸ,(v) verb
ditch,ጉድጓድ,(n) noun
dive,ተደርገመ,(v) verb
divert,ጠወየ,(v) verb
divide up,መቐለ,(v) verb
division,ምምቃል,(n) noun
divorce,ተፋትሐ ሓዳር,(v) verb
divorced,ዝተፋትሐ,(a) adjective
do,ገበረ,(v) verb
do away with,ኣጥፈአ,(v) verb
do one's best,ጸዓረ,(v) verb
do someone’s hair,ዘርገፈ,(v) verb
docile,ምእዙዝ,(a) adjective
doctor,ሓኪም,(n) noun
dog,ከልቢ,(n) noun
dog house,ገዛ ኸልቢ,(n) noun
doll,ባምቡላ,(n) noun
dominate,ተቖጻጸረ,(v) verb
donkey,ኣድጊ,(n) noun
door,ማዕጾ,(n) noun
doorstep,ደርኩኺት,(n) noun
double,ዕጽፊ,(a) adjective
double,ደረበ,(v) verb
doubt,ጥርጥር,(n) noun
doubt,ተጠራጠረ,(v) verb
dough,ቢሑቕ,(n) noun
"down, take",ደምሰሰ,(v) verb
dozen,ደርዘን,(n) noun
dragon fly,ፈረሰኛ,(n) noun
drain,ጸንቀቐ,(v) verb
drama,ድራማ,(n) noun
dramatic,ድራማዊ,(a) adjective
draw,"ኣንሰሓበ, ሰኣለ",(v) verb
draw oneself up,ቀንዐ,(v) verb
draw up,ነደፈ,(v) verb
draw water,ገለለ,(v) verb
drawer,ተመዛዚ,(n) noun
drawing,ስእሊ,(n) noun
dream,ሕልሚ,(n) noun
dream,ሓለመ,(v) verb
dress,ጀለብያ,(n) noun
dress,ለበሰ,(v) verb
dressing,ኣተሓኻኸማ,(n) noun
dressmaker,ሰፋይ ክዳን,(n) noun
dried,ንቑጽ,(a) adjective
drink,መሰተ,(v) verb
drive,ዘወረ,(v) verb
driver,መራሕ መኪና,(n) noun
drop,ንጣብ,(n) noun
drop,ወደቐ,(v) verb
drought,ድርቂ,(n) noun
drown,ጠሓለ,(v) verb
"drowned, be",ጠሓለ,(v) verb
drum,ኮቦሮ,(n) noun
drunk,ሰኽራም,(a) adjective
dry,ንቑጽ,(a) adjective
dry,ኣንቀጸ,(v) verb
dryness,ድርቂ,(n) noun
duck,ደርሆ ማይ,(n) noun
dull,ጎዲም,(a) adjective
dust,ዶሮና,(n) noun
duty,ጉቡእ,(n) noun
dwarf,ድንኪ,(an) adjective noun
dying,መዋቲ,(a) adjective
ear,እዝኒ,(n) noun
early,ናይ ንጉሆ,(a) adjective
early,ብቑልጡፍ,(adv) adverb
ease,ቅሳነተ,(n) noun
easily,ብቐሊል,(adv) adverb
easiness,ቅሊ,(n) noun
east,ምብራቅ,(an) adjective noun
Easter,ፋሲካ,(n) noun
easterly,ምብራቅ,(an) adjective noun
eat,በልዐ,(v) verb
echo,መቓልሕ,(n) noun
echo,መቓልሕ ሃበ,(v) verb
economics,ዕቃበ,(n) noun
economize,ቆጠበ,(v) verb
economy,ዕቃበ,(n) noun
edge,ወሰን ወሰን,(n) noun
editor,ደራሲ,(n) noun
educate,መሃረ,(v) verb
education,ትምህርቲ,(n) noun
effect,"ሳዕቤን, ውጽኢት",(n) noun
effect,ሳዕቤን,(v) verb
effort,ጻዕሪ,(n) noun
egg,እንቋቑሖ,(n) noun
egoism,ስስዐ,(n) noun
eight,ሸሞንተ,(an) adjective noun
eighteen,ዓሰርተ ሸሞንተ,(an) adjective noun
eighth grade,ሻሙናይ ክፍሊ,(n) noun
eighty,ሰማንያ,(an) adjective noun
elbow,ኩርናዕ ኢድ,(n) noun
eldest,ቦኹሪ,(a) adjective
elect,መረጸ,(v) verb
electrical,ኤለትሪካዊ,(a) adjective
electricity,ኤለትሪክ,(n) noun
elegant,ምልኩዕ,(a) adjective
elementary school,መባእታ,(n) noun
elephant,ሓርማዝ,(n) noun
eleven,ዓሰርተ ሓደ,(an) adjective noun
eleventh grade,ዓሰርተ ሓደ,(n) noun
elsewhere,ኣብ ካልእ ቦታ,(adv) adverb
empire,ንግስነት,(n) noun
employ,ኣስረሐ,(v) verb
employer,ዋሃብ ስራሕ,(n) noun
employment,ስራሕ,(n) noun
empty,ጥርሑ,(a) adjective
encircle,ኣኽበበ,(v) verb
encourage,ኣተባብዐ,(v) verb
end,መወዳእታ,(n) noun
end,ኣቋረጸ,(v) verb
enemy,ጸላኢ,(n) noun
energetic,ጻዕረኛ,(a) adjective
energy,ሓይሊ,(n) noun
engaged to (get),ተሓጸየ,(v) verb
engagement,ሕጸ,(v) verb
engine,ሞተር,(n) noun
engineer,መሃንድስ,(n) noun
English,እንግሊዛዊ,(a) adjective
English,እንግሊዘኛ,(n) noun
engrave,ቀረጸ,(v) verb
engraving,ቅርጺ,(n) noun
enjoy,ደስ በሎ,(v) verb
enlarge,ኣዕበየ,(v) verb
enormous,ግዙፍ,(a) adjective
enough,(a adv) እኹል,(uncategorized) Uncategorized
"enough, be",ኣኸለ,(v) verb
ensure,ኣረጋገጸ,(v) verb
enter,ኣተወ,(v) verb
enterprise,ወኒነ ትካል,(n) noun
entertain,ኣዘናገዐ,(v) verb
entirely,ብምሉኡ,(adv) adverb
entrance,መእተዊ ክፍሊ,(n) noun
envelope,ሰታሪት,(n) noun
equal,ማዕረ,(a) adjective
equally,ከምኡውን,(adv) adverb
equip,ኣዕጠቐ,(v) verb
equipment,መሳርሒ,(n) noun
eraser,መደምሰስ,(n) noun
erect,ኣቕነዐ,(v) verb
error,(na) ጌጋ,(uncategorized) Uncategorized
escape,መለቐ,(v) verb
especially,ብፍላይ,(adv) adverb
essay,(nv) ፈተነ,(uncategorized) Uncategorized
essential,ግድነታዊ,(a) adjective
establish,መሰረተ,(v) verb
estimate,ግምት,(n) noun
estimate,ግምት,(v) verb
eternal,ዘላኣለማዊ,(a) adjective
eternity,ዘላኣለም,(n) noun
evacuate,ኣግዓዘ,(v) verb
even,ጽምዲ ቁጽሪ,(a) adjective
evening,ምሸት,(n) noun
event,ፍጻሜ,(n) noun
ever,ብፍጹም,(adv) adverb
everyday,መዓልታዊ,(a) adjective
everywhere,ኣብ ኩኡ ቦታ,(adv) adverb
evidence,መረጋገጺ,(n) noun
"evidence, give",መስከረ,(v) verb
exact,ልክዕ,(a) adjective
exaggerate,ኣጋነነ,(v) verb
exam,ምርመራ,(n) noun
examine,መርመረ,(v) verb
example,ኣብነት,(n) noun
exception,ፍሉይነት,(n) noun
exceptional,ፍሉይ,(a) adjective
exchange,ልውውጥ,(n) noun
exchange,ተለዋወጠ,(v) verb
excitement,ምቕስቃስ,(n) noun
exclamation,ቃል ኣጋንኖ,(n) noun
excuse,ምኽኒት,(n) noun
excuse,ይቕረ በለ,(v) verb
exercise,ልምምድ,(n) noun
exhaust,ኣድከመ,(v) verb
exhibit,ዘርገሐ,(v) verb
exhibition,ምርኢት,(n) noun
exist,ሃለወ,(v) verb
existence,ህላዌ,(n) noun
exit,መውጽኢ,(n) noun
expand,ኣሰፍሐ,(v) verb
expect,ተጸበየ,(v) verb
expense,(adv n) ወጻኢ,(uncategorized) Uncategorized
expensive,ክቡር,(a) adjective
experience,ፈለጠ,(v) verb
experienced,ፍሉጥ,(a) adjective
expire,ወደቐ,(v) verb
explain,ኣረድአ,(v) verb
explanation,መግለጺ,(n) noun
explode,ነቶገ,(v) verb
express,ገለጸ,(v) verb
express train,ቅልጡፍ ባቡር,(n) noun
extend,ኣናውሐ,(v) verb
extraordinary,ፍሉይ,(a) adjective
eye,ዓይኒ,(n) noun
eyebrow,"ሸፋሽፍቲ ዓይኒ,",(n) noun
eyelash,ቅርኒብ ዓይኒ,(n) noun
eyelid,ኮቦሮ ዓይኒ,(n) noun
fabric,ዓለባ,(n) noun
face,ገጽ,(n) noun
face to face,ገጽ ንገጽ,(adv) adverb
facilitate,ኣቕለለ,(v) verb
factory,ቤተ ዕዮ,(n) noun
faded,ሃሳስ,(a) adjective
fail,"ፈሸለ, ምውዳቕ, ምትራፍ",(v) verb
failed,"ወዲቐ, ተሪፈ",(a) adjective
failure,ፍሽለት,(n) noun
faith,እምነት,(n) noun
faithful,እሙን,(a) adjective
fall,ውድቀት,(n) noun
fall,ወደቐ,(v) verb
fall again,እንደገና ወደቐ,(v) verb
fall asleep,ደቀሰ,(v) verb
fall back,ደሓረ,(v) verb
family,ቤተ ሰባዊ,(a) adjective
family,ስድራ ቤት,(n) noun
famous,ውሩይ,(a) adjective
fantasy,ባህጊ,(n) noun
far,ርሑቕ,(adv) adverb
farewell,ደሓን ኩን,(interj) interjection
farm,ናይ ሕርሻ ገዛ,(n) noun
farmer,ሓረስታይ,(n) noun
fashion,ቅዲ ሞዳ,(n) noun
fast,ቅልጡፍ,(a) adjective
fasten,ኣሰረ,(v) verb
fat,ስቡሕ,(a) adjective
father,ኣቦ,(n) noun
fatigue,ድኹም,(a) adjective
fault,(na) ጌጋ,(uncategorized) Uncategorized
favourite,ፍትው,(an) adjective noun
fear,ፍርሒ,(n) noun
fear,ፈርሐ,(v) verb
feast,(na) በዓል,(uncategorized) Uncategorized
feather,ክንቲት,(n) noun
February,ለካቲት,(n) noun
feed,ኣብልዐ,(v) verb
feel sorry,ደንገጸ,(v) verb
female,ኣንስተይቲ,(n) noun
female director,ሓላፊት,(n) noun
female guard,ሓላዊት,(n) noun
feminine,ኣንስታይ,(a) adjective
fence,ተኽሊ ሓጹር,(n) noun
fertile,ፈራይ,(a) adjective
fertilizer,ድኹዒ,(n) noun
