English,Tigrigna,POS_CATEGORIES,POS,MorphFeatures
bush,ቆትቋጥ,(n) noun,noun,none
bushy,ጽዑቕ,(a) adjective,adjective,none
business,ጉዳይ,(n) noun,noun,none
but,"ግን, ግና, ጌና",(con) conjunction,conjunction,none
butcher's shop,እንዳ ስጋ,(n) noun,noun,none
butter,ጠስሚ,(n) noun,noun,none
butter milk,ማይ ጨባ,(n) noun,noun,none
butterfly,ጽምብላሊዕ,(n) noun,noun,none
button,መልጎም,(n) noun,noun,none
buy,ዓደገ,(v) verb,verb,none
buyer,ዓዳጊ,(n) noun,noun,none
buzz,ዚዝ በለ,(v) verb,verb,none
by all means,ብፍጹም,(adv) adverb,adverb,none
cabbage,ካውሎ,(n) noun,noun,none
cage,ጋብያ,(n) noun,noun,none
cake,ዶልሺ,(n) noun,noun,none
calculate,ጸብጸበ,(v) verb,verb,none
calculation,ገምጋም,(n) noun,noun,none
calculator,መተሓሳሰቢ,(n) noun,noun,none
calendar,ዓውደ ኣዋርሕ,(n) noun,noun,none
calf,"ምራኽ, ዳንጋ",(n) noun,noun,none
call,ጸውዐ,(v) verb,verb,none
calm,"(v) ሃድአ,  ህዱእ",(a) adjective,adjective,none
camel,ገመል,(n) noun,noun,none
camp,መዓስከር,(n) noun,noun,none
candle,ሽምዓ,(n) noun,noun,none
candy,ካራመለ,(n) noun,noun,none
cane,ምርኩስ,(n) noun,noun,none
cap,ቆቢዕ,(n) noun,noun,none
capable,ኪኢላ,(a) adjective,adjective,none
capital,ርእሲ ከተማ,(nf) noun feminine,noun,feminine
captain,ካፒታኖ,(n) noun,noun,none
car,መኪና,(n) noun,noun,none
card,ካርታ,(n) noun,noun,none
card game,ጣላዕ,(n) noun,noun,none
cardboard,ካርቶን,(n) noun,noun,none
care,ክንከን,(n) noun,noun,none
care for,ተኸናኸነ,(v) verb,verb,none
career,መስርሕ ሂወት,(n) noun,noun,none
carefully,ቀስ,(adv) adverb,adverb,none
carefulness,ጥንቃቐ,(n) noun,noun,none
careless,ዘይግደስ,(a) adjective,adjective,none
caretaker,ሓላው ርሻን,(n) noun,noun,none
carpenter,ናሕሲ ዝሰርሕ,(n) noun,noun,none
carpet,ምንጻፍ,(n) noun,noun,none
carriage,ባጎኒ,(n) noun,noun,none
carrot,ካሮት,(n) noun,noun,none
carry,ተሰከመ,(v) verb,verb,none
carry out,ኣብ ግብሪ ኣውዓለ,(v) verb,verb,none
cart,ካሮሳ,(n) noun,noun,none
carve,ቀረጸ,(v) verb,verb,none
case,ጉዳይ,(n) noun,noun,none
cashier,ተሓዝ ገንዘብ,(n) noun,noun,none
casing,ጋብያ,(n) noun,noun,none
castle,ኣዳራሽ,(n) noun,noun,none
cat,ድሙ,(n) noun,noun,none
catch,ቈለበ,(v) verb,verb,none
catch again,እንደገና ሓዘ,(v) verb,verb,none
caterpillar,ኣብ ጨጎራ,(n) noun,noun,none
cathedral,ቤተ ክርስቲያን,(n) noun,noun,none
Catholic,ኮተሊኽ,(a) adjective,adjective,none
Catholicism,ኩትልኽና,(n) noun,noun,none
cauliflower,"ካውሎ ፍዮሪ,",(n) noun,noun,none
cause,"ጠንቂ, ምኽንያት",(n) noun,noun,none
cave,በዓቲ,(n) noun,noun,none
ceiling,ትሕቲ ናሕሲ,(n) noun,noun,none
celebrate,ኣብዓለ,(v) verb,verb,none
celery,ሰዴኖ,(n) noun,noun,none
cement,ቸመንቶ,(n) noun,noun,none
cemetery,መቓብር,(n) noun,noun,none
cent,ሳንቲም,(n) noun,noun,none
center,ማእከል,(n) noun,noun,none
centimetre,ሰንቲ ሜተረ,(n) noun,noun,none
centre of the eye,መርዓት,(n) noun,noun,none
century,ክፍለ ዘመን,(n) noun,noun,none
ceremony,ጽምብል,(n) noun,noun,none
certain,ርግጸኛ,(a) adjective,adjective,none
certainly,ብርግጽ,(adv) adverb,adverb,none
certainty,ርግጽነት,(n) noun,noun,none
certificate,ባጀላ,(n) noun,noun,none
certify,መስከረ,(v) verb,verb,none
chain,ሰንሰለት,(n) noun,noun,none
chair,"ሴዳ, መንበር",(n) noun,noun,none
chalk,ኩርሽ,(n) noun,noun,none
chance,ኣጋጣሚ,(n) noun,noun,none
change,ቀየረ,(v) verb,verb,none
channel,መትረብ,(n) noun,noun,none
chapel,ቤተ ጸሎት,(n) noun,noun,none
chapter,ምዕራፍ,(n) noun,noun,none
character,ፍሉጥ ሰብ,(n) noun,noun,none
charge,ጸዓነ,(v) verb,verb,none
charity,ምጽዋት,(n) noun,noun,none
charm,ምጥውና,(n) noun,noun,none
charming,ምጥው,(a) adjective,adjective,none
chase,ሃደነ,(v) verb,verb,none
chasm,ጸድፊ,(n) noun,noun,none
chatter,ኣዕለለ,(v) verb,verb,none
chauffeur,ዘዋር መኪና,(n) noun,noun,none
cheat,ኣታለለ,(v) verb,verb,none
check,ኣጸረየ,(v) verb,verb,none
cheek,"ኑንጪ, ምዕጉርቲ,",(n) noun,noun,none
cheer,ኣጨብጨበ,(v) verb,verb,none
cheer up,ኣተባብዐ,(v) verb,verb,none
cheerfulness,ሓጎስ,(n) noun,noun,none
cheese,ፎርማጆ,(n) noun,noun,none
chemistry,ኬሚስትራ,(n) noun,noun,none
cheque,ቸክ,(n) noun,noun,none
cherish,ኣሐንቀቐ,(v) verb,verb,none
cherry tree,ቸሪ ገረብ,(n) noun,noun,none
chest,ኣፍ ልቢ,(n) noun,noun,none
chest of drawers,ኮሞ,(n) noun,noun,none
chestnut,ፍረ ቸስትናት,(n) noun,noun,none
chestnut tree,ገረብ ቸስትናት,(n) noun,noun,none
chick,ጫቚት,(n) noun,noun,none
chicken,"ደርሆ, ጫቚት ደርሆ",(n) noun,noun,none
chicken stew,"ኣልጫ, ዝግኒ",(n) noun,noun,none
chickpeas,ዓተር,(n) noun,noun,none
chief,ሓለቓ,(n) noun,noun,none
child,ቈልዓ,(n) noun,noun,none
childhood,ሕጻንነት,(v) verb,verb,none
chilly,ቆራሪ,(a) adjective,adjective,none
chimney,እቶን,(n) noun,noun,none
chimney sweep,ጠቐር ዘጽሪ,(n) noun,noun,none
chin,መንከስ,(n) noun,noun,none
chocolate,ቸኮላታ,(n) noun,noun,none
choice,ምርጫ,(n) noun,noun,none
choir,ጉጅለ ዘመርቲ,(n) noun,noun,none
choose,መረጸ,(v) verb,verb,none
chorus,ዜማ,(n) noun,noun,none
Christian,ክርስትያን,(a) adjective,adjective,none
Christianity,ክርስትና,(n) noun,noun,none
Christmas,ልደት,(a) adjective,adjective,none
church,ቤተ ክርስቲያን,(n) noun,noun,none
church tower,እንዳ ደወል,(n) noun,noun,none
cigarette,ሽጋራ,(n) noun,noun,none
cinema,ሲነማ,(n) noun,noun,none
circle,ክቢ,(n) noun,noun,none
circulate,ተንቀሳቐሰ,(v) verb,verb,none
circulation,ምዝዋር,(n) noun,noun,none
circumstance,ኩነት,(n) noun,noun,none
circus,ሰርከስ,(n) noun,noun,none
citizen,ዜጋ,(n) noun,noun,none
city dweller,ከተመኛ,(an) adjective noun,adjective,noun-derived
civil office,ኩነታት መነባብር,(n) noun,noun,none
civilization,ስልጣኔ,(n) noun,noun,none
claim,ተጣረዐ,(v) verb,verb,none
clang,ጫውጫውታ,(n) noun,noun,none
clap,ኣንጨብጨበ,(v) verb,verb,none
clapping,ገምታ,(n) noun,noun,none
clash,ተናጎጸ,(v) verb,verb,none
class,ክፍሊ,(n) noun,noun,none
classical,ክላሲካዊ,(a) adjective,adjective,none
classmate (female),ጓል,(n) noun,noun,none
classmate (male),ወዲ ክፍሊ,(n) noun,noun,none
classmate,መማህርተይ,(n) noun,noun,none
clatter,ጫውጫውታ,(n) noun,noun,none
clean,"ጽሩይ, ንጹር",(a) adjective,adjective,none
clean out,ገዓዘ,(v) verb,verb,none
cleanliness,ጽሬት,(n) noun,noun,none
clear,ብሩህ,(a) adjective,adjective,none
clear away,ኣጽረየ,(v) verb,verb,none
clearly,ጽሩይ ውጹእ,(a) adjective,adjective,none
clearness,ብራሃን,(n) noun,noun,none
clever,"ንፉዕ, ጎራሕ",(a) adjective,adjective,none
climate,"ክሊማ, ንፋስ",(n) noun,noun,none
climb,ደየበ,(v) verb,verb,none
climb again,እንደገና ደየበ,(v) verb,verb,none
cling to,ጠበቐ,(v) verb,verb,none
clinic,ክሊኒክ,(n) noun,noun,none
cloakroom,መቐመጥ ካባ,(n) noun,noun,none
clock,ሰዓት,(n) noun,noun,none
clockmaker,ሰራሕ ሰዓት,(n) noun,noun,none
close,ቀረበ,(a) adjective,adjective,none
close,ዓጸወ,(v) verb,verb,none
"close to, be",ምቅርራብ,(v) verb,verb,none
closed,ዕጽዉ,(a) adjective,adjective,none
"closer, get",ምቅርራብ,(v) verb,verb,none
clothes,ክዳን,(n) noun,noun,none
cloud,ደበና,(n) noun,noun,none
cloud,ጸልመተ,(v) verb,verb,none
cloudy,ደበናዊ,(a) adjective,adjective,none
clump,ድንኩል,(n) noun,noun,none
cluster,ጎጅለ,(v) verb,verb,none
clutter up,ኩምራ,(an) adjective noun,adjective,noun-derived
coal,ከሰል,(n) noun,noun,none
coast,ወሰን ባሕሪ,(n) noun,noun,none
coat,ካቦት,(n) noun,noun,none
cocoa,ካካው,(n) noun,noun,none
code,ኮድ,(n) noun,noun,none
coffee,ቡን,(n) noun,noun,none
coffin,ሳጹን ሬሳ,(n) noun,noun,none
cold,ቆራሪ,(a) adjective,adjective,none
"colder, get",ዘሓለ,(v) verb,verb,none
collapse,ዓነወ,(v) verb,verb,none
collar,ስልማት ክሳድ,(n) noun,noun,none
collect,ምእካብ,(v) verb,verb,none
collection,"እኩብ, እካበ",(n) noun,noun,none
college,ላዕላይ ደረጃ,(n) noun,noun,none
collide,ተናጎጸ,(v) verb,verb,none
colonel,ኮሮነል,(n) noun,noun,none
colonial,መግዛእታዊ,(a) adjective,adjective,none
colonize,ግዙእ,(a) adjective,adjective,none
colony,ግዝኣት,(n) noun,noun,none
colour,ሕብሪ,(n) noun,noun,none
colourful,ሕብራዊ,(a) adjective,adjective,none
colourless,ሕብሪ ዘይብሉ,(a) adjective,adjective,none
colt,ምሂር,(n) noun,noun,none
column,ዓንዲ,(n) noun,noun,none
comb,መመሸጥ,(n) noun,noun,none
combine,ኣከበ,(v) verb,verb,none
come,መጸ,(v) verb,verb,none
come after,ሰዓበ,(v) verb,verb,none
come alongside,ዓረፈ,(v) verb,verb,none
come back,እንደገና መጸ,(v) verb,verb,none
come down again,እንደገና,(v) verb,verb,none
come from,ተለዓለ,(v) verb,verb,none
come in,ኣተወ,(v) verb,verb,none
comedy,ኮመዲ,(n) noun,noun,none
comfort,ቅሳነተ,(n) noun,noun,none
comfort,ኣጸናንዐ,(v) verb,verb,none
comfortable,ምቹእ,(a) adjective,adjective,none
command,ትእዛዝ,(n) noun,noun,none
comment upon,ገለጸ,(v) verb,verb,none
commerce,ንግዲ,(n) noun,noun,none
commercial,ንግዳዊ,(a) adjective,adjective,none
commit,ቆጸረ,(v) verb,verb,none
committee,ኣማኸርቲ,(n) noun,noun,none
common,ልሙድ,(a) adjective,adjective,none
commune,ዞባ,(n) noun,noun,none
communication,ርክብ,(n) noun,noun,none
communion,ቁርባን,(n) noun,noun,none
companion,ካልኣይ,(an) adjective noun,adjective,noun-derived
company,ኣሰናይ,(n) noun,noun,none
compare,ኣመዛዘነ,(v) verb,verb,none
comparison,ምንጽጻር,(n) noun,noun,none
competition,ውድድር,(n) noun,noun,none
complaint,ጥርዓን,(n) noun,noun,none
complete,ምሉእ,(a) adjective,adjective,none
complicate,ኣሕለኽለኸ,(v) verb,verb,none
compliment,ሞጎስ,(n) noun,noun,none
composition,ድርሰት,(n) noun,noun,none
compost,ድኹዒ,(n) noun,noun,none
computer,ካምፑትር,(n) noun,noun,none
conceal,ሰተረ,(v) verb,verb,none
conceit,ትዕቢት,(n) noun,noun,none
concern,ኣገደሰ,(v) verb,verb,none
concert,ሙዚቃዊ ምርኢት,(n) noun,noun,none
conclude,ፈጸመ,(v) verb,verb,none
conclusion,መደምደምታ,(n) noun,noun,none
condemn,ኮነነ,(v) verb,verb,none
condemnation,ኩነና,(n) noun,noun,none
condition,ኩነታት,(n) noun,noun,none
condolence,ደበስ,(n) noun,noun,none
conduct,ኣንፈት ስራሕ,(n) noun,noun,none
confederation,ፈደረሽን,(n) noun,noun,none
conference,ኣኼባ,(n) noun,noun,none
confess,ተኣመነ,(v) verb,verb,none
confide,ሕድሪ ሃበ,(v) verb,verb,none
confidence,እምነት,(n) noun,noun,none
confirm,ኣረጋገጸ,(v) verb,verb,none
confirmation,ተሃድሶ,(n) noun,noun,none
conflict,ቃልሲ,(n) noun,noun,none
confuse,ኣደናገረ,(v) verb,verb,none
confused,ድንጉር,(a) adjective,adjective,none
confusion,ጽልግልግ,(n) noun,noun,none
congratulate,እንቋዕ ሓጎሰካ በለ,(v) verb,verb,none
congress,ጉባኤ,(n) noun,noun,none
connect,ኣላገበ,(v) verb,verb,none
connection,ፈለጥቲ,(n) noun,noun,none
conquer,ወረረ,(v) verb,verb,none
conquest,ማርኾት,(n) noun,noun,none
conscience,ሕልና,(n) noun,noun,none
consent,ውዕል,(n) noun,noun,none
consent to,ኣጽደቐ,(v) verb,verb,none
consequence,ሳዕቤን,(n) noun,noun,none
consider,ሓሰበ,(v) verb,verb,none
considerable,ኣገዳሲ,(a) adjective,adjective,none
consideration,ግምት,(n) noun,noun,none
consolation,ምጽንናዕ,(n) noun,noun,none
console,ደበሰ,(v) verb,verb,none
constable,ፖሊስ,(n) noun,noun,none
constant,ቀዋሚ,(a) adjective,adjective,none
constitute,ኣቖመ,(v) verb,verb,none
construct,ሃነጸ,(v) verb,verb,none
construction,ህንጻ,(n) noun,noun,none
consult,ኣማኸረ,(v) verb,verb,none
consultation,ምይይጥ,(n) noun,noun,none
contact,ተራኸበ,(v) verb,verb,none
contagion,ሕማም ምትሕልላፍ,(n) noun,noun,none
contain,ሓዘ,(v) verb,verb,none
contempt,ንዕቀት,(n) noun,noun,none
content,ድሱት,(a) adjective,adjective,none
contents,ትሕዝቶ,(n) noun,noun,none
continual,ቀጻሊ,(a) adjective,adjective,none
continuation,መቐጸልታ,(n) noun,noun,none
continue,ቀጸለ,(v) verb,verb,none
continuous,ቀጻሊ,(a) adjective,adjective,none
contractor,ሰራሕ ገዛ,(n) noun,noun,none
contradict,ተቓረነ,(v) verb,verb,none
contradiction,ግርጭት,(n) noun,noun,none
contrary,ኣንጻር,(n) noun,noun,none
contribute,"ኣብርከተ, ኣበርከተ",(v) verb,verb,none
control,ቍጽጽር,(v) verb,verb,none
convalescence,ጸማልያነት,(n) noun,noun,none
convalescent,ጸማልያ,(a) adjective,adjective,none
convene,ኣላገበ,(v) verb,verb,none
convenient,ግብራዊ,(a) adjective,adjective,none
convent,ገዳም,(n) noun,noun,none
convention,ዋዕላ,(n) noun,noun,none
conversation,ዝርርብ,(n) noun,noun,none
converse,ኣዕለለ,(v) verb,verb,none
convert,እምነት ኣለወጠ,(v) verb,verb,none
convert oneself,እምነት ለወጠ,(v) verb,verb,none
conviction,እምነት,(n) noun,noun,none
convince,ኣእመነ,(v) verb,verb,none
cook,ከሸነ,(v) verb,verb,none
cooker,ፎርነሎ,(n) noun,noun,none
cookie,ቢስኮቲ,(n) noun,noun,none
cooking,ክሽነ,(n) noun,noun,none
coolness,ዛሕሊ,(n) noun,noun,none
copper,ነሃሲ,(n) noun,noun,none
copse,ጣሻ,(n) noun,noun,none
copy,ቅዳሕ,(n) noun,noun,none
cordial,ልባዊ,(a) adjective,adjective,none
corn,"ዕፉን, ዑፉን",(n) noun,noun,none
corn bread,ሀንዛ,(n) noun,noun,none
cornea,መርዓት ዓይኒ,(n) noun,noun,none
corner,ኩርናዕ,(n) noun,noun,none
correct,ቅኑዕ,(a) adjective,adjective,none
correctly,ብትኽክል,(adv) adverb,adverb,none
correspond,ተራኸበ,(v) verb,verb,none
correspondence,ርኽክብ,(n) noun,noun,none
corridor,ኮረደዮ,(n) noun,noun,none
cost,ዋጋ,(n) noun,noun,none
costly,ክቡር,(a) adjective,adjective,none
cottage cheese,ኣጁቦ,(n) noun,noun,none
cotton,ጡጥ,(n) noun,noun,none
cough,ሰዓለ,(v) verb,verb,none
coughing,ሰዓል,(n) noun,noun,none
councillor,ኣማኻሪ,(nm) noun masculine,noun,masculine
counsel,ምኽሪ,(n) noun,noun,none
count,ቈጸረ,(v) verb,verb,none
country,ሃገር,(n) noun,noun,none
countrymen,ሃገራዊ,(a) adjective,adjective,none
countryside,ገጠር,(n) noun,noun,none
couple,ሰብ ሓዳር,(n) noun,noun,none
courage,ሓቦ,(n) noun,noun,none
courageous,ተባዕ,(a) adjective,adjective,none
courageously,ብትብዓት,(adv) adverb,adverb,none
course,ኮርስ,(n) noun,noun,none
courthouse,ቤተ ፍርዲ,(n) noun,noun,none
cousin,ወዲ ሓትኖ,(n) noun,noun,none
cousin,ወዲ ሓወቦ,(n) noun,noun,none
cousin,ወዲ ኣሞ,(n) noun,noun,none
cousin,ወዲ ኣኮ,(n) noun,noun,none
cover,ከደነ,(v) verb,verb,none
cover oneself up,ተጎልበበ,(v) verb,verb,none
cover up,ጎልበበ,(v) verb,verb,none
coverage,መኽደኒ,(n) noun,noun,none
cow,ላም,(n) noun,noun,none
cowshed,ደምበ,(n) noun,noun,none
cradle,ዓራት ሕጻን,(n) noun,noun,none
craft,ናይ ስራሕ ክእለት,(n) noun,noun,none
crane,ሰፍሳፊት,(n) noun,noun,none
crawl,ለመመ,(v) verb,verb,none
crazy,ጽልልቲ,(a) adjective,adjective,none
crazy person,ጽሉል,(an) adjective noun,adjective,noun-derived
cream,ቅብኣት,(n) noun,noun,none
create,መሃዘ,(v) verb,verb,none
creator,ፈጣሪ,(n) noun,noun,none
creditor,ኣዋዲ,(n) noun,noun,none
cricket,ዕንጭራር,(n) noun,noun,none
crime,ገበን,(n) noun,noun,none
criminal,ገበነኛ,(an) adjective noun,adjective,noun-derived
criticize,ነቐፈ,(v) verb,verb,none
cross,መስቀል,(n) noun,noun,none
cross,"ተሳገረ, ሰገረ",(v) verb,verb,none
crossroads,መስቀላዊ መንገዲ,(n) noun,noun,none
crowd,ጽቕጥቅጥ,(n) noun,noun,none
crown,ኣኽሊል,(n) noun,noun,none
crowning,ድፍኣተ ዘውዲ,(n) noun,noun,none
cruel,ሕሱም,(a) adjective,adjective,none
cruelty,ጭካነ,(n) noun,noun,none
crumb,ርፍራፍ,(n) noun,noun,none
crush,ጨፍለቐ,(v) verb,verb,none
cry,ብኽያት,(n) noun,noun,none
crystal,ሓቒቕ,(n) noun,noun,none
cult,እምነት,(n) noun,noun,none
cultivate,ኮስኮሰ,(v) verb,verb,none
cultivated,ኩስኩስ,(a) adjective,adjective,none
cultivation,ዘራእቲ,(n) noun,noun,none
cunning,"ሃሳይ, ጎራሕ",(a) adjective,adjective,none
cup,ኩባያ,(n) noun,noun,none
cupboard,ኣርማድዮ,(n) noun,noun,none
cure,ፈውሲ,(n) noun,noun,none
curiosity,ህንጥይና,(n) noun,noun,none
curious,ህንጡይ,(a) adjective,adjective,none
curly,ኮርዳድ ጸጉሪ,(a) adjective,adjective,none
current,ህሉው,(a) adjective,adjective,none
currently,ኣብዚ ግዜ ዚ,(adv) adverb,adverb,none
curse,ረገመ,(v) verb,verb,none
curtain,መጋረጀ,(n) noun,noun,none
curved,ጥዉይ,(a) adjective,adjective,none
cushion,መተርኣስ,(n) noun,noun,none
custom,ልምዲ,(n) noun,noun,none
customer,ዓሚል,(n) noun,noun,none
cut,ቈረጸ,(v) verb,verb,none
cut out,ከምከመ,(v) verb,verb,none
cut short,ኣሕጸረ,(v) verb,verb,none
cyclist,ዘዋር ብሽክለታ,(n) noun,noun,none
daily,መዓልታዊ,(a) adjective,adjective,none
dairy,እንዳ ጸባ,(n) noun,noun,none
dam,ግድብ,(n) noun,noun,none
damage,ጉድኣት,(n) noun,noun,none
dance,ሳዕስዒት,(n) noun,noun,none
dancing,ሳዕስዒት,(n) noun,noun,none
danger,ሓደጋ,(n) noun,noun,none
dangerous,ሓደገኛ,(a) adjective,adjective,none
dare to do,ደፈረ,(v) verb,verb,none
dark,ጸልማት,(an) adjective noun,adjective,noun-derived
darken,ጸልመተ,(v) verb,verb,none
darn,ኣዐረየ,(v) verb,verb,none
date,"ቆጸራ, ተምሪ",(n) noun,noun,none
dates,ተምሪ,(n) noun,noun,none
daughter,ጓል,(n) noun,noun,none
dawn,ወጋሕታ,(n) noun,noun,none
day,መዓልቲ,(n) noun,noun,none
daytime,መዓልቲ,(n) noun,noun,none
dead,ምዉት,(a) adjective,adjective,none
dead body,ሬሳ,(n) noun,noun,none
deadline,ድንጓየ,(n) noun,noun,none
deafness,ጸማምነት,(n) noun,noun,none
dear,ክቡር,(a) adjective,adjective,none
death,ሞት,(n) noun,noun,none
debate,ተኻተዐ,(v) verb,verb,none
debris,ርፍራፍ,(n) noun,noun,none
debt,ዕዳ,(n) noun,noun,none
debtor,ተኣዋዲ,(n) noun,noun,none
decease,ሞተ,(v) verb,verb,none
deceased,ምዉት,(a) adjective,adjective,none
deceive,ከድዐ,(v) verb,verb,none
December,ታሕሳስ,(n) noun,noun,none
decent,ሓቀኛ,(a) adjective,adjective,none
decide,ወሰነ,(v) verb,verb,none
decision,ውሳኔ,(n) noun,noun,none
deck,መዓሸግ ባብር,(n) noun,noun,none
declaration,ኣዋጅ,(n) noun,noun,none
declare,ኣወጀ,(v) verb,verb,none
decline,ነጸገ,(v) verb,verb,none
decorate,ሰለመ,(v) verb,verb,none
decoration,ስልማት,(n) noun,noun,none
decorative,ስልማታዊ,(a) adjective,adjective,none
decrease,ኣንኣሰ,(v) verb,verb,none
dedicate,ወፈየ,(v) verb,verb,none
deed,ተግባር,(n) noun,noun,none
deep,ዓሚቝ,(a) adjective,adjective,none
deer,ዓጋዜን,(n) noun,noun,none
defeat,ስዕረት,(n) noun,noun,none
defeated person,ስዑር,(a) adjective,adjective,none
defect,ጉድለት,(n) noun,noun,none
defence,ምክልኻል,(n) noun,noun,none
defend,ተኸላኸለ,(v) verb,verb,none
defender,ተኸላኻሊ,(n) noun,noun,none
deforest,ኣበደመ,(v) verb,verb,none
degree,ደረጃ,(n) noun,noun,none
delay,ደንጎየ,(v) verb,verb,none
delicate,ተነቃፊ,(a) adjective,adjective,none
delicious,ምቁር,(a) adjective,adjective,none
delight,ፍስሃ,(n) noun,noun,none
delighted (be),ተሓጎሰ,(v) verb,verb,none
deliver,ኣብጽሐ,(v) verb,verb,none
delivery,ዕደላ,(n) noun,noun,none
delivery man,ኣባጻጽሒ,(n) noun,noun,none
delusion,ጽላለ,(n) noun,noun,none
